10.45.137.31 | SUCCESS | rc=0 >>
    id    | clubid  
 46288236 |  18236
  6748236 |  18236
  6068236 |  18236
 44168237 |  18236
  3238237 |  18236
 10078237 |  18236
 25598237 |  18236
 54708237 |  18236
 66198230 |  18236
  4618230 |  18236
 49288230 |  18236
  4578230 |  18236
   288230 |  18236
 15758250 |  18236
  2988250 |  18236
 59868251 | 178251
 59878251 | 178251
 11128251 | 178251
 59928251 | 178251
 59838251 | 178251
 59938251 | 178251
 66078251 | 178251
 60008251 | 178251
 60048251 | 178251
 59848251 | 178251
  2468251 | 178251
 37068251 |  18236
 69028251 | 178251
 71298251 | 178251
 12768251 | 178251
 60018251 | 178251
  5038251 | 178251
 59898251 | 178251
 60028251 | 178251
 59858251 | 178251
   598251 | 178251
 47948251 |  18236
  1508251 | 178251
 60038251 | 178251
   398251 | 178251
 60058251 | 178251
 59918251 | 178251
 50058251 | 178251
 45818251 | 178251
  6848255 |  18236
 24298255 |  18236
(65 rows)
10.45.138.188 | SUCCESS | rc=0 >>
    id    | clubid 
----------+--------
  4338495 |  58498
   928495 |  58498
   388495 |  18421
 13558421 |  18421
 14368421 |  58498
 14338421 |  58498
   428477 |  18421
 14408421 |  58498
   238421 |  18421
 14348421 |  58498
   838498 |  58498
 14358421 |  58498
 17108421 |  58498
  1148421 |  18421
 14378421 |  58498
 14568421 |  58498
   368421 |  18421
   328421 |  18421
    18421 |  58498
   198421 |  18421
 17428421 |  58498
  8258477 |  58498
   958480 |  58498
   178480 |  18421
  1348480 |  18421
  3668498 |  58498
  8068498 |  58498
  1838498 |  58498
  2258498 |  58498
  1988498 |  58498
   308421 |  18421
   198480 |  58498
   998498 |  58498
  5828498 |  58498
  1748498 |  58498
  2078498 |  58498
  1798498 |  58498
   178498 |  58498
  5698498 |  18421
  2478498 |  58498
    28498 |  58498
  1348495 |  18421
   508495 |  58498
(43 rows)
10.45.137.93 | SUCCESS | rc=0 >>
   id    | clubid 
---------+--------
 3788551 | 418551
  538551 | 418551
  228515 | 418551
 4128551 | 418551
 3768551 | 418551
 4118551 | 418551
 1838551 | 418551
 3968551 | 418551
 4138551 | 418551
 4218551 | 418551
 4328551 | 418551
 4158551 | 418551
 3958551 | 418551
 4378551 | 418551
 4248551 | 418551
 4308551 | 418551
 4368551 | 418551
 4068551 | 418551
 4568551 | 418551
 4088551 | 418551
  368535 | 418551
   98535 | 418551
  188515 | 418551
 2578535 | 418551
 1258551 | 418551
 1288551 | 418551
 4148551 | 418551
  568551 | 418551
 4638551 | 418551
 4168551 | 418551
 4238551 | 418551
 1818515 | 418551
  688534 | 418551
(33 rows)
10.45.139.236 | SUCCESS | rc=0 >>
   id    | clubid  
---------+---------
 5608556 | 1998556
 5588556 | 1998556
 5028556 | 1998556
 5178556 | 1998556
 5458556 | 1998556
 5618556 | 1998556
 5128556 | 1998556
 7208556 | 1998556
 7198556 | 1998556
 7218556 | 1998556
 7188556 | 1998556
 5398556 | 1998556
 8488556 | 1998556
 2348556 | 1998556
 8888533 | 1998556
 8798533 | 1998556
 7728556 | 1998556
 9368533 | 1998556
 5048556 | 1998556
 5068556 | 1998556
 5578556 | 1998556
 9388533 | 1998556
 8908533 | 1998556
 8898533 | 1998556
  648556 | 1998556
 8928533 | 1998556
 8918533 | 1998556
(27 rows)
10.45.139.25 | SUCCESS | rc=0 >>
 id | clubid 
----+--------
(0 rows)
10.45.138.168 | SUCCESS | rc=0 >>
 id | clubid 
----+--------
(0 rows)
10.48.9.133 | SUCCESS | rc=0 >>
 id | clubid 
----+--------
(0 rows)
10.48.8.37 | SUCCESS | rc=0 >>
 id | clubid 
----+--------
(0 rows)
10.45.136.136 | SUCCESS | rc=0 >>
 id | clubid 
----+--------
(0 rows)
10.45.136.29 | SUCCESS | rc=0 >>
    id    | clubid 
----------+--------
 73648289 |  38306
   158289 |  18287
  1498306 |  18287
    18307 |  18287
   168459 |  18287
 40818306 |  38306
 76598289 |  18287
  7218289 |  18287
 23908287 |  18287
 15658287 |  18287
  4258287 |  18287
   108287 |  18287
    98287 |  18287
   288306 |  38306
  1178308 |  18287
 47988307 |  18287
 45418287 |  18287
 28428311 |  18287
  5488311 |  38306
   558311 |  18287
  1978311 |  18287
 35178311 |  18287
  2228289 |  18287
    58306 |  18287
  3418460 |  18287
  6748306 |  38306
 32828306 |  38306
 22748306 |  38306
  2708306 |  38306
   888306 |  38306
 47228306 |  38306
 37068310 |  38306
 15208310 |  38306
   108308 |  18287
 76338289 |  38306
 38358308 |  18287
  2838459 |  18287
   218461 |  18287
 79178289 |  38306
  5028461 | 178461
  5578461 | 178461
 67728309 |  18287
   558459 |  18287
  4088306 |  18287
  2048461 | 178461
  3178461 |  38306
  1788461 | 178461
  2408461 | 178461
  2528461 | 178461
  2638461 | 178461
  3118461 | 178461
  4068461 | 178461
  3428461 |  18287
  4158461 | 178461
   208461 | 178461
 79838289 |  38306
 79768289 |  38306
   868309 |  18287
 79938289 |  38306
  2198460 |  18287
 80068289 |  38306
  1098459 |  18287
    48459 |  18287
  1058460 |  18287
   588459 |  18287
  1888461 |  18287
  6368461 |  18287
   408461 |  38306
  6318461 |  18287
(69 rows)
10.45.137.0 | SUCCESS | rc=0 >>
    id    | clubid 
----------+--------
  6988476 |  18476
  6978476 |  18476
  7008476 |  18476
  1018476 |  18476
  7048476 |  18476
 18078476 |  18476
  1278476 |  18476
  7028476 |  18476
  7018476 |  18476
   828476 |  18476
   398476 |  18476
  7038476 |  18476
   468476 |  18476
  6998476 |  18476
  4638476 |  18476
    28496 |  18476
  2028496 |  18476
   678494 |  18476
   128496 |  18476
   338494 |  18476
  1458494 |  18476
   288494 |  18476
    88494 |  18476
  1038476 |  18476
  5508476 |  18476
  5768476 |  18476
 17758476 |  18476
 19058476 |  18476
 17178476 |  18476
  6698476 |  18476
  4208476 |  18476
   348476 |  18476
  6728476 |  18476
  2388476 |  18476
   488476 |  18476
  1868476 |  18476
   198476 |  18476
  2418496 |  18476
   108476 |  18476
  4158476 |  18476
(40 rows)
10.45.139.226 | SUCCESS | rc=0 >>
    id    | clubid  
----------+---------
   878425 |   18290
 52138288 | 1788272
 45128273 |   18290
 46728272 | 1788272
  7318292 |   18290
 15158290 | 1788272
 52638288 | 1788272
  4258271 |   18290
 18748272 | 1788272
 14578272 |   18290
 39658288 |   18290
 47158272 | 1788272
 46218272 | 1788272
 47038272 | 1788272
  7158271 |   18290
    28268 |   18290
  1818272 |   18290
  5138423 |  388423
  1618288 |   18290
 73048271 | 1788272
   228292 |   18290
   898268 |   18290
  2628274 |   18290
 19928288 |   18290
 52538288 | 1788272
   748271 |   18290
 52168288 | 1788272
 36448291 |   18290
 28618273 |   18290
  8388423 |  388423
  5608423 |  388423
  5828423 |  388423
  3908423 |  388423
  6828425 |   18290
  3228423 |  388423
  5918269 |   18290
  5248423 |  388423
  5198423 |  388423
  3798423 |  388423
   318290 |   18290
  2878423 |  388423
 47538269 | 1108269
 11108425 |   18290
 11098425 |   18290
  1158425 |   18290
  5778423 |  388423
  1788423 |  388423
   428423 |  388423
  5848423 |  388423
  4078423 |  388423
  3858423 |  388423
  3118423 |  388423
  5788423 |  388423
  4658292 |   18290
  4788423 |  388423
  4528423 |  388423
  4568423 |  388423
  5808423 |  388423
   448423 |  388423
  2198423 |  388423
  4638423 |  388423
  4718423 |  388423
  5518423 |  388423
  8398423 |  388423
  2388423 |  388423
   268271 |   18290
  2538423 |  388423
   358292 |   18290
  3348423 |  388423
  7368273 |   18290
  5818423 |  388423
  2978423 |  388423
  2008423 |  388423
 78728271 | 1788272
 78798271 | 1788272
   318425 |   18290
  1648422 |  388423
   268423 |  388423
 47148272 | 1788272
  1278425 |   18290
 18648274 |  388423
  2768423 |  388423
 47518269 | 1108269
 15288272 | 1788272
 46228273 |   18290
   528425 |   18290
   188288 |   18290
  7498271 |   18290
 19268269 |   18290
 43968272 | 1108269
 63508288 | 1788272
  1698422 |   18290
  3178271 |   18290
   938423 |  388423
  9628272 |   18290
 37498268 |  388423
  6468269 | 1108269
  9648290 |   18290
 47528269 | 1108269
 39678274 |   18290
    18425 |   18290
 47318269 | 1108269
(102 rows)
10.45.139.151 | SUCCESS | rc=0 >>
    id    | clubid 
----------+--------
 23088377 |  78377
   548424 | 668424
  9818377 |  78377
  9858377 |  78377
  9828377 |  78377
  2328377 |  78377
 11388406 | 668424
  9808377 |  78377
  1418403 | 668424
   298402 | 668424
  9838377 |  78377
   828405 | 668424
  9848377 |  78377
  1088424 | 668424
  1468424 | 668424
   118424 | 668424
  6608377 |  78377
  4588377 |  78377
  6628377 |  78377
   518377 |  78377
   118377 |  78377
  1988375 |  78377
  2848406 | 668424
   738375 | 668424
 13408406 | 668424
  8838406 | 668424
  4238377 |  78377
 16308377 |  78377
  9978406 | 668424
  2548406 | 668424
   288406 | 668424
 13028406 | 668424
   628402 | 668424
   618402 | 668424
  1208402 |  18402
    88402 |  18402
  8858404 | 668424
  8878404 | 668424
  5308403 |  78377
   678403 | 668424
 11168403 | 668424
   158403 | 668424
  7658405 |  78377
  3368405 |  78377
  2208405 |  78377
  1498424 | 668424
  4128401 | 668424
   868401 | 668424
  7088424 | 668424
   938424 | 668424
   138424 | 668424
   268424 | 668424
  1398401 | 668424
  2458424 | 668424
   198401 | 668424
  1668401 | 668424
   438424 | 668424
(57 rows)
10.45.138.191 | SUCCESS | rc=0 >>
    id     | clubid 
-----------+--------
  21408179 |  38440
  61538137 |  38440
  45648137 |  88176
  32938161 |  38440
  12668161 |  88176
   8538176 |  88176
    298442 |  58163
    558440 |  38440
   7518179 |  88176
    198160 |  38440
  63058137 |  38440
    358161 |  58163
   6288163 |  58163
   2788442 |  38440
  36788163 |  58163
  45448163 |  58163
  74728162 |  38440
  68468162 |  88176
   6888162 |  88176
   1118157 |  58163
  62028158 |  58163
  62358158 |  58163
  62428158 |  58163
  47988158 |  88176
  62298158 |  58163
  62608158 |  38440
   6888157 |  58163
  62368158 |  58163
  11028160 |  88176
 114838137 |  38440
  87428178 | 488157
   2778179 |  38440
  38268179 |  38440
  19268179 |  88176
  28068179 |  38440
  15288179 |  88176
  38288181 |  88176
  43108181 | 748181
   5858157 |  38440
  18108163 |  58163
   1438160 |  58163
  25828158 |  58163
   8018163 |  58163
   2718442 |  38440
    328420 |  38440
  13368178 |  38440
   4118176 |  88176
    528442 |  38440
   2168163 |  58163
     48163 |  58163
   3318440 |  58163
  37278162 |  38440
  29638176 |  88176
   1418442 |  58163
 121278137 |  88176
  21848163 |  88176
   1578420 |  38440
   8878443 |  38440
    848420 |  88176
  32628176 |  88176
   4408442 |  38440
  20248181 |  58163
 119238137 |  38440
   1208176 |  38440
    758443 |  38440
   2898161 |  58163
    238163 |  38440
  23898176 |  88176
  67838157 | 488157
 118558137 | 488157
    638163 |  58163
  32838137 |  58163
    128162 |  38440
  31258158 |  58163
 122048137 |  88176
   1028420 |  38440
   1298176 |  58163
   2588440 |  38440
  11968158 |  58163
  26508178 |  58163
   6968160 |  38440
    388440 |  38440
  28618157 | 488157
  50618181 |  88176
    928440 |  58163
   1168438 |  38440
    638438 |  38440
    118438 |  88176
    448441 |  58163
   2168439 |  38440
   5358439 |  38440
    248439 |  38440
  44428178 |  38440
  16198163 |  58163
  76798179 |  88176
   4778176 |  38440
    868442 |  88176
    138420 |  38440
  19148163 |  88176
  42698176 |  88176
(100 rows)
10.45.139.102 | SUCCESS | rc=0 >>
 id | clubid 
----+--------
(0 rows)
10.45.138.60 | SUCCESS | rc=0 >>
    id     | clubid  
-----------+---------
 115208177 | 1588177
 115338177 | 1588177
 115328177 | 1588177
 111048177 | 1588177
 115238177 | 1588177
   4918177 |  138213
  68018177 | 1588177
 118388177 |  138213
     28194 |  138213
  72838194 |  138213
  35178198 |   18198
  65298198 |   18198
    408177 |  138213
  65308198 |   18198
  65358198 |   18198
  65338198 |   18198
   4188198 |   18198
  65348198 |   18198
  70558198 |   18198
   8968198 |   18198
  65288198 |   18198
  65278198 |   18198
  65318198 |   18198
  65328198 |   18198
  65268198 |   18198
  36898215 |  138213
     78199 |   18198
   2248199 |   18198
   1618214 |   18198
  23288218 |  138213
   2828213 |  138213
  46978213 |  138213
    258478 |  138213
  45398216 |  138213
   6918214 |   18198
  23328218 |  138213
   7388194 |   18198
   1068214 |  138213
   1198214 |   18198
   6208213 |  138213
  66088196 |  138213
  42118198 |   18198
 127158177 |  138213
  42558195 |   18198
    848198 |   18198
   4098215 |  138213
  31998213 |  138213
    218478 |   18198
  15668217 |  138213
 123778177 |  138213
    738218 |  138213
   1898194 |  138213
   5878180 |  138213
  65788197 |  138213
  17118217 |  138213
  24218195 |   18198
   1358478 |   18198
     18214 |   18198
  48848194 |   18198
  55858195 |   18198
  15128213 |  138213
  68008194 |   18198
   1678478 |  138213
  26338213 |  138213
(64 rows)
10.45.139.99 | SUCCESS | rc=0 >>
 id | clubid 
----+--------
(0 rows)
10.45.137.52 | SUCCESS | rc=0 >>
 id | clubid 
----+--------
(0 rows)
10.45.137.250 | SUCCESS | rc=0 >>
 id | clubid 
----+--------
(0 rows)
10.45.138.252 | SUCCESS | rc=0 >>
    id     | clubid  
-----------+---------
 224637710 | 5277710
 221497710 | 1088457
  10668458 | 1088457
 222147710 | 5137710
 224657710 | 5277710
 224647710 | 5277710
   4337823 | 5277710
 102157823 | 2797823
 182317710 | 2797823
   5157763 |  117778
 175067750 | 2797823
 177297710 | 2797823
  33477763 |  117778
  73157775 |  117778
  24307727 |  117778
 221707710 | 5137710
   2147778 |  117778
 221717710 | 5137710
  10608458 | 1088457
  81177778 | 5137710
 222347710 | 5137710
   2787763 |  117778
  84267853 | 2797823
    247712 |  117778
 182747710 |  117778
  21807763 |  117778
 196167710 | 2797823
 213657710 | 5137710
    797775 |  117778
  36387711 |  117778
 222907710 |  117778
 221187710 | 1088457
 193397710 | 2797823
 224287710 |  117778
  81457853 | 2797823
  45817742 |  117778
  98717823 | 2797823
    837709 |  117778
  81487853 |  117778
 224297710 | 5137710
 224337710 | 5137710
 224307710 | 5137710
 224327710 | 5137710
 224317710 | 5137710
     57763 |  117778
    378457 | 5137710
 221887710 | 5137710
 221217710 | 1088457
   4998457 | 1088457
   7677842 |  117778
   2168458 | 5137710
 224347710 | 5277710
   5068457 | 1088457
  40337842 |  117778
    778458 |  117778
    948457 | 1088457
   8207778 |  117778
   5918457 | 1088457
   2477778 |  117778
 224387710 | 5277710
 224377710 | 5277710
 224357710 | 5277710
 224367710 | 5277710
 224397710 | 5277710
 224407710 | 5277710
 224417710 | 5277710
 224437710 | 5277710
 224427710 | 5277710
   4888457 | 1088457
   3508458 | 5137710
   4978457 | 1088457
 224987710 | 5137710
   5477710 |  117778
    298457 | 1088457
  10177709 |  117778
  12327734 |  117778
  33357842 | 1088457
 224477710 | 5277710
 224497710 | 5277710
 224457710 | 5277710
 224467710 | 5277710
 224507710 | 5277710
 224487710 | 5277710
  80287842 |  117778
   4898457 | 1088457
 224537710 | 5277710
 224527710 | 5277710
 224517710 | 5277710
 224547710 | 5277710
  68397734 | 5137710
  35727778 |  117778
 224617710 | 5277710
 224627710 | 5277710
 224557710 | 5277710
 224577710 | 5277710
 224587710 | 5277710
 224607710 | 5277710
 224597710 | 5277710
  26147762 |  117778
   1807823 | 1088457
   1538457 | 1088457
   5148457 | 1088457
  16437779 |  117778
 223737710 | 5137710
 223757710 | 5137710
 223647710 | 5137710
 223687710 | 5137710
 223727710 | 5137710
 223767710 | 5137710
 223707710 | 5137710
 223747710 | 5137710
 223637710 | 5137710
 223677710 | 5137710
 223717710 | 5137710
 223617710 | 5137710
 223807710 | 5137710
 223827710 | 5137710
 223847710 | 5137710
 223837710 | 5137710
 223817710 | 5137710
 221587710 | 5137710
   1878458 | 1088457
  12927750 |  117778
  37567708 |  117778
  10678458 | 1088457
    817775 |  117778
  51617778 |  117778
  10638458 | 1088457
 223657710 | 5137710
 223697710 | 5137710
 223627710 | 5137710
   9628457 | 1088457
  84397712 |  117778
  47197750 |  117778
   1578457 | 1088457
  73517775 |  117778
  37447778 |  117778
 214817710 | 1088457
   1317709 |  117778
   1657762 |  117778
 221227710 | 5137710
 223357710 | 5137710
   1808457 | 1088457
(143 rows)
10.45.139.207 | SUCCESS | rc=0 >>
 id | clubid 
----+--------
(0 rows)
10.45.136.48 | SUCCESS | rc=0 >>
 id | clubid 
----+--------
(0 rows)
10.45.137.212 | SUCCESS | rc=0 >>
 id | clubid 
----+--------
(0 rows)
10.45.138.95 | SUCCESS | rc=0 >>
 id | clubid 
----+--------
(0 rows)
10.45.136.121 | SUCCESS | rc=0 >>
 id | clubid 
----+--------
(0 rows)
10.45.137.242 | SUCCESS | rc=0 >>
 id | clubid 
----+--------
(0 rows)
10.97.9.146 | SUCCESS | rc=0 >>
 id | clubid 
----+--------
(0 rows)
10.97.12.255 | SUCCESS | rc=0 >>
 id | clubid 
----+--------
(0 rows)
10.97.8.252 | SUCCESS | rc=0 >>
 id | clubid 
----+--------
(0 rows)
10.97.12.213 | SUCCESS | rc=0 >>
 id | clubid 
----+--------
(0 rows)
10.97.9.253 | SUCCESS | rc=0 >>
 id | clubid 
----+--------
(0 rows)
10.97.12.209 | SUCCESS | rc=0 >>
 id | clubid 
----+--------
(0 rows)
10.97.11.247 | SUCCESS | rc=0 >>
 id | clubid 
----+--------
(0 rows)
10.97.9.203 | SUCCESS | rc=0 >>
 id | clubid 
----+--------
(0 rows)
10.97.8.71 | SUCCESS | rc=0 >>
 id | clubid 
----+--------
(0 rows)
10.97.10.2 | SUCCESS | rc=0 >>
 id | clubid 
----+--------
(0 rows)
10.97.8.22 | SUCCESS | rc=0 >>
 id | clubid 
----+--------
(0 rows)
10.45.138.115 | SUCCESS | rc=0 >>
    id     | clubid  
-----------+---------
 283348061 | 1168107
 284168061 | 1168107
    538085 |   38060
    248082 |   38060
  51038107 | 1168107
 284418061 | 2768105
 289828061 | 2768105
 284748061 | 2768105
 126988060 |   38060
  71068081 | 2768105
 284608061 |   38060
   1938060 |   38060
   7058082 |   38060
 279168061 |   38060
 286618061 | 2768105
 144638060 |   38060
   1978060 |   38060
 106948060 |   38060
  44748060 | 1168107
 283328061 | 1168107
 106548060 |   38060
  21198081 | 2768105
  13868085 |   38060
  71078081 | 2768105
  21958060 |   38060
  24708061 | 2768105
 202598061 |   38060
     48081 |   38060
   6038144 | 2768105
 289678061 |   38060
  41468060 |   38060
 289848061 | 2768105
  63618081 | 2768105
  23378081 | 2768105
  22438061 |   38060
   5468105 | 2768105
   7338081 | 2768105
   6888085 |   38060
  28408085 |   38060
  64798085 |   38060
  13598144 | 2768105
  18158085 |   38060
  29128061 |   38060
  16788143 |  278143
    418082 | 2768105
 279988061 | 2768105
 261848061 | 2768105
   8048082 | 2768105
  12588060 |   38060
     88085 |   38060
 263288061 | 2768105
   6518060 |   38060
    268060 |   38060
 147968060 |   38060
  70928081 | 2768105
  69798081 | 2768105
  22218081 | 2768105
   6858084 |   38060
 277708061 | 2768105
 247768061 |   38060
   2318081 |   38060
 106928060 |   38060
   3078081 | 2768105
 111488060 |   38060
 271288061 | 2768105
  28988085 |   38060
  88598061 |   38060
   9818082 |   38060
    238141 | 2768105
  15208143 |  278143
  17918105 | 2768105
  78038141 | 1168107
   8988143 |   38060
  33088143 |   38060
  23498143 |  278143
  28178143 |  278143
  68508143 |  278143
  42738143 |  278143
   6838143 | 2768105
  68538143 |  278143
  15238143 |  278143
  68418143 |  278143
   6418144 | 2768105
  53118143 |  278143
  15038143 |  278143
   8858107 |   38060
   4308144 | 2768105
   3818107 | 2768105
  66738143 |  278143
 118608105 | 1168107
 118508105 | 1168107
  96458105 | 1168107
  50588105 | 2768105
  23278141 | 2768105
  30618105 | 2768105
  14588141 | 2768105
(96 rows)
10.45.136.197 | SUCCESS | rc=0 >>
 id | clubid 
----+--------
(0 rows)
10.97.8.79 | SUCCESS | rc=0 >>
 id | clubid 
----+--------
(0 rows)
10.45.138.212 | SUCCESS | rc=0 >>
    id     | clubid  
-----------+---------
  11987647 |   57427
  50447548 |   57427
  46387649 |  197649
  46367649 |  197649
  48517649 |  197649
  48597649 |  197649
  46517649 |  197649
  47347649 |  197649
  23957520 | 3777583
  50287669 |   77669
  46877649 |  197649
   1077673 |   57427
  47047550 |   57427
  42027649 |  197649
  47207649 |  197649
  47397649 |  197649
  30907427 |   57427
  45187665 |   97665
    517673 |   77669
    147550 |   57427
  45177665 |   97665
  45607665 | 3777583
  94647583 | 3777583
  42677666 |   77669
   5187425 |   77669
  34017665 | 3777583
  47557615 | 3777583
  41887665 | 3777583
  53077621 | 3777583
  90337621 |   97665
  45097665 |   97665
  45197665 |   97665
  45107665 |   97665
  45077665 |   97665
  45127665 |   97665
  45167665 |   97665
  45157665 |   97665
  45147665 |   97665
  45207665 |   97665
  45137665 |   97665
  61217650 |   77669
    157615 | 3777583
   2247621 | 3777583
  46827665 | 3777583
  17387666 |   57427
  49587672 | 3777583
    297427 |   57427
   1107550 |   57427
   2947616 | 3777583
  46627665 | 3777583
   2527425 |   77669
    517651 |   77669
    437646 |   57427
  76017616 |   77669
  54037621 | 3777583
  17557666 |   77669
   8547552 |   57427
    517646 |   77669
  21777665 | 3777583
   5107665 | 3777583
   7687665 | 3777583
  45957647 | 3777583
    367546 |   57427
   8007616 |   77669
   1757665 |   57427
  14997548 |   57427
  19057649 |  197649
   1527675 |   57427
   7197673 |   77669
  36017652 |   77669
  45217665 |   97665
  23317614 |   57427
 133137391 | 3777583
  48537649 |  197649
   1797552 |   57427
  48587649 |  197649
  44417649 |  197649
   2647427 |   57427
   5717649 |   77669
  48547649 |  197649
  46067649 |  197649
  41897665 |   97665
  27917621 | 3777583
  48527649 |  197649
     67427 |   57427
  48577649 |  197649
   2697665 |   77669
 119967614 |   77669
    567668 |   77669
  48497649 |  197649
   7117555 |   77669
   3147585 |   57427
  47037621 | 3777583
  46897649 |  197649
  46177649 |  197649
  20227669 |   77669
  50557669 |   77669
   1837651 |   77669
  66017650 |   57427
 135927391 | 3777583
     17552 |   57427
 139817391 | 3777583
   5887591 |   57427
   1927621 |   77669
  47167649 |  197649
  46757649 |  197649
  33797427 |   57427
  58197673 |   77669
 135387391 | 3777583
 135327391 | 3777583
   1997425 |   77669
   7617427 |   57427
   5467669 |   77669
   9237515 |   57427
   2717425 |   57427
    367552 |   57427
  45747649 |  197649
   4507673 | 3777583
  46837649 |  197649
  11777649 |  197649
    197651 |   77669
  49777669 |   77669
  48997669 |   77669
  49227669 |   77669
  50487669 |   77669
  48507649 |  197649
  46267649 |  197649
   9127649 |  197649
  46497649 |  197649
  46277649 |  197649
  46747649 |  197649
  32237669 |   77669
  45777649 |  197649
    147668 |   77669
  46377649 |  197649
   2627621 | 3777583
   4667647 |   77669
 118827614 | 3777583
  45117665 |   97665
   3687649 |  197649
  45797649 |  197649
  45537649 |  197649
    957706 | 3777583
  47157649 |  197649
  45727649 |  197649
  44917652 |   77669
 135447391 | 3777583
 135547391 | 3777583
   2247649 |   57427
   9627512 |   77669
   4027550 |   57427
  18367520 |   57427
   2947669 |   77669
   8467650 |   57427
  32657425 |   57427
    127546 |   57427
  31737615 |   77669
    917515 |   57427
   1087515 |   77669
(159 rows)
10.45.138.207 | SUCCESS | rc=0 >>
    id     | clubid 
-----------+--------
    117386 | 457390
   6977393 | 457390
  14017392 | 457390
  30947341 | 457390
  14727426 | 237433
 103977240 | 457390
  15447434 | 237433
  16207482 | 237433
   6097433 | 237433
  24697438 | 237433
  61337483 | 237433
    797485 | 457390
    587519 | 237433
   5827476 | 457390
  18907513 | 237433
  18597485 | 457390
  26747394 | 457390
   2097485 | 457390
   2177396 | 237433
  14047438 | 457390
  20207426 | 237433
   1517517 | 457390
     57434 | 237433
  26457393 | 457390
  22207397 | 457390
    617285 | 457390
   9997438 | 237433
   5167393 | 237433
  16177341 | 237433
  13727240 | 237433
   5047518 | 237433
  99687394 | 237433
 118427240 | 237433
  11377396 | 237433
  41337436 | 237433
  13207518 | 457390
   4937435 | 457390
  23767345 | 457390
   1867393 | 237433
    177394 | 457390
  13727347 | 237433
  34737392 | 237433
  11447349 | 237433
   3367396 | 237433
   6237285 | 457390
   9917433 | 237433
  51637394 | 457390
   6487443 | 457390
  48487340 | 237433
    327393 | 237433
    207389 | 457390
   1067485 | 457390
  45507383 | 457390
   3837393 | 237433
  23277394 | 457390
  40677477 | 237433
    647476 | 237433
  26437432 | 237433
    297397 | 457390
   3957426 | 237433
  46447240 | 237433
    297395 | 457390
  23867397 | 457390
   5897433 | 237433
   3027394 | 457390
   6767346 | 457390
  32427437 | 457390
   3357481 | 237433
   1357432 | 237433
  30707343 | 237433
   1017345 | 237433
    577285 | 457390
  38787479 | 457390
   7287285 | 237433
    887388 | 457390
   9887389 | 457390
   8077397 | 457390
    337397 | 457390
(78 rows)
10.45.139.222 | SUCCESS | rc=0 >>
    id    | clubid  
----------+---------
 66307150 | 2257234
  7527242 | 2257234
 37797228 | 2257234
 41407228 | 2257234
 40207228 | 2257234
 32987263 |  207263
 84088123 |  208123
 33047263 |  207263
 16447295 |  207263
 28087299 | 2257234
